AgeGroup,Gender,Location,Employment,Income,Education,LegalIssue,LegalFrequency,UrgencyScore,FindLawyerMethod,MainDifficulty,TimeToFindLawyer,Satisfaction,AppInterest,PreferredConsultation,PayLikelihood,ConsultBudget,SubscriptionInterest,SubscriptionBudget,TrustFactor,AITrust,NPS
18-24,Male,Rural,Employee,6M+,Bachelor,Labor,FewYears,3,PersonalContact,ComplexProcess,<1hr,1,Yes,Chat,2,10k-30k,No,50k-100k,TransparentPricing,Yes,5
18-24,Female,Ulaanbaatar,Business Owner,2M-4M,Master,Divorce,FewYears,3,PersonalContact,HighCost,SameDay,4,Yes,Phone,3,30k-50k,Yes,100k+,GovPartnership,Yes,3
25-34,Male,Ulaanbaatar,Employee,<1M,Bachelor,Immigration,FewYears,3,GovAid,TrustIssue,<1hr,4,Yes,Chat,5,100k+,No,50k-100k,SecurePayments,Maybe,10
35-44,Female,Other City,Student,4M-6M,Bachelor,Business,Yearly,1,PersonalContact,ComplexProcess,Week+,3,Maybe,Chat,1,50k-100k,No,<20k,TransparentPricing,Maybe,7
35-44,Other,Ulaanbaatar,Employee,1M-2M,HighSchool,Labor,Once,2,LawFirm,SlowResponse,SeveralDays,5,Maybe,Phone,5,10k-30k,Maybe,50k-100k,Reviews,Maybe,8
18-24,Male,Ulaanbaatar,Employee,4M-6M,Doctorate,Business,Once,3,PersonalContact,ComplexProcess,<1hr,5,Yes,Phone,4,30k-50k,No,20k-50k,TransparentPricing,Maybe,0
55+,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Immigration,FewYears,2,GovAid,Transparency,SameDay,4,Yes,Chat,2,Free,Maybe,100k+,SecurePayments,Yes,4
18-24,Female,Ulaanbaatar,Business Owner,4M-6M,Bachelor,Property,SeveralPerYear,4,LawFirm,TrustIssue,Week+,5,No,InPerson,4,30k-50k,No,<20k,TransparentPricing,Maybe,1
25-34,Female,Ulaanbaatar,Employee,1M-2M,Bachelor,Divorce,SeveralPerYear,8,OnlineSearch,SlowResponse,SeveralDays,4,Yes,Phone,6,30k-50k,Maybe,20k-50k,GovPartnership,No,10
25-34,Male,Ulaanbaatar,Student,1M-2M,Bachelor,Criminal,Yearly,1,PersonalContact,ComplexProcess,SameDay,3,No,Video,3,30k-50k,Maybe,20k-50k,Reviews,Yes,10
55+,Male,Ulaanbaatar,Student,2M-4M,HighSchool,Divorce,Once,1,PersonalContact,TrustIssue,Week+,3,Maybe,Phone,5,Free,Yes,20k-50k,Reviews,Yes,0
25-34,Female,Rural,Employee,2M-4M,HighSchool,Other,FewYears,4,SocialMedia,HighCost,<1hr,1,Yes,Video,5,50k-100k,Maybe,<20k,Reviews,Maybe,1
25-34,Female,Ulaanbaatar,Employee,<1M,Master,Divorce,Yearly,1,SocialMedia,ComplexProcess,SameDay,4,No,InPerson,2,100k+,Maybe,<20k,SecurePayments,Yes,1
25-34,Male,Ulaanbaatar,Employee,<1M,Master,Other,SeveralPerYear,3,LawFirm,Transparency,Week+,1,Maybe,Phone,3,10k-30k,Yes,20k-50k,TransparentPricing,Maybe,1
35-44,Female,Ulaanbaatar,Freelancer,4M-6M,Master,Business,Once,2,SocialMedia,Transparency,SameDay,1,Maybe,InPerson,4,30k-50k,Maybe,<20k,TransparentPricing,Maybe,7
18-24,Female,Other City,Employee,<1M,Bachelor,Labor,Yearly,5,GovAid,ComplexProcess,SeveralDays,5,Yes,Chat,3,10k-30k,Yes,50k-100k,Reviews,Yes,10
18-24,Female,Ulaanbaatar,Employee,1M-2M,Master,Business,Once,2,GovAid,HighCost,SeveralDays,1,Yes,Video,1,30k-50k,No,<20k,TransparentPricing,Maybe,4
55+,Other,Other City,Student,1M-2M,HighSchool,Property,Once,1,PersonalContact,TrustIssue,SameDay,1,Yes,Chat,2,50k-100k,No,20k-50k,SecurePayments,Yes,3
25-34,Female,Ulaanbaatar,Student,2M-4M,HighSchool,Divorce,Once,4,LawFirm,ComplexProcess,SameDay,1,Yes,Video,3,Free,Maybe,<20k,TransparentPricing,Maybe,4
25-34,Male,Ulaanbaatar,Business Owner,<1M,Doctorate,Divorce,SeveralPerYear,4,PersonalContact,Transparency,Week+,3,Maybe,Phone,4,30k-50k,Maybe,20k-50k,GovPartnership,No,9
25-34,Male,Ulaanbaatar,Employee,2M-4M,Master,Business,Once,3,PersonalContact,ComplexProcess,<1hr,4,Yes,Phone,2,30k-50k,Yes,20k-50k,GovPartnership,Yes,4
35-44,Female,Other City,Employee,1M-2M,Master,Immigration,Once,4,OnlineSearch,Transparency,SeveralDays,4,Yes,Phone,1,50k-100k,No,50k-100k,SecurePayments,Yes,6
25-34,Female,Ulaanbaatar,Employee,1M-2M,Bachelor,Labor,Once,5,OnlineSearch,Transparency,SeveralDays,5,Yes,Chat,3,50k-100k,Maybe,20k-50k,VerifiedLawyers,No,0
35-44,Female,Other City,Employee,<1M,HighSchool,Business,Once,4,LawFirm,ComplexProcess,SameDay,5,Maybe,Chat,2,100k+,No,50k-100k,TransparentPricing,No,7
25-34,Female,Ulaanbaatar,Student,2M-4M,Bachelor,Criminal,Yearly,4,OnlineSearch,ComplexProcess,<1hr,4,Yes,Chat,1,10k-30k,Maybe,20k-50k,SecurePayments,Maybe,1
45-54,Male,Ulaanbaatar,Employee,2M-4M,Bachelor,Property,SeveralPerYear,3,PersonalContact,ComplexProcess,SameDay,1,Maybe,Phone,3,10k-30k,Maybe,<20k,Reviews,Maybe,7
18-24,Male,Ulaanbaatar,Unemployed,<1M,Bachelor,Property,Once,5,PersonalContact,TrustIssue,SameDay,2,Yes,Phone,1,30k-50k,Maybe,50k-100k,VerifiedLawyers,Maybe,3
25-34,Male,Other City,Student,1M-2M,HighSchool,Other,Once,2,PersonalContact,SlowResponse,SeveralDays,4,Maybe,Chat,3,50k-100k,Maybe,<20k,Reviews,No,2
25-34,Female,Ulaanbaatar,Student,2M-4M,Bachelor,Labor,FewYears,1,GovAid,TrustIssue,SeveralDays,3,Yes,Video,4,100k+,Yes,50k-100k,TransparentPricing,Maybe,8
18-24,Male,Ulaanbaatar,Student,6M+,Bachelor,Labor,Once,3,LawFirm,Transparency,SameDay,3,Yes,Chat,2,10k-30k,Maybe,100k+,SecurePayments,Yes,10
55+,Male,Ulaanbaatar,Business Owner,<1M,Bachelor,Criminal,FewYears,1,LawFirm,SlowResponse,SameDay,3,Yes,Chat,4,100k+,Yes,<20k,VerifiedLawyers,No,7
45-54,Female,Ulaanbaatar,Employee,1M-2M,Bachelor,Business,Once,4,SocialMedia,HighCost,SeveralDays,2,No,InPerson,3,50k-100k,Maybe,20k-50k,SecurePayments,Maybe,4
25-34,Female,Other City,Unemployed,1M-2M,Bachelor,Property,SeveralPerYear,4,OnlineSearch,Transparency,SameDay,1,Yes,Chat,4,30k-50k,Yes,<20k,GovPartnership,Yes,9
18-24,Female,Rural,Employee,2M-4M,Bachelor,Property,Once,1,PersonalContact,ComplexProcess,SeveralDays,4,Yes,Chat,4,30k-50k,Maybe,<20k,TransparentPricing,Maybe,10
18-24,Female,Ulaanbaatar,Student,1M-2M,Bachelor,Divorce,Once,1,LawFirm,TrustIssue,<1hr,3,Yes,Video,1,Free,Maybe,100k+,SecurePayments,Maybe,3
18-24,Female,Ulaanbaatar,Employee,<1M,Bachelor,Business,Once,4,OnlineSearch,SlowResponse,SameDay,5,Maybe,Video,4,30k-50k,Yes,50k-100k,VerifiedLawyers,No,6
25-34,Female,Ulaanbaatar,Student,1M-2M,Master,Divorce,Once,4,LawFirm,ComplexProcess,SameDay,5,Yes,InPerson,3,30k-50k,Maybe,50k-100k,Reviews,No,4
25-34,Female,Other City,Business Owner,1M-2M,Master,Divorce,SeveralPerYear,5,PersonalContact,SlowResponse,SameDay,5,Yes,Chat,3,10k-30k,Maybe,50k-100k,VerifiedLawyers,Maybe,4
35-44,Female,Other City,Student,2M-4M,Master,Labor,FewYears,2,PersonalContact,Transparency,<1hr,2,Yes,Phone,2,10k-30k,Maybe,20k-50k,SecurePayments,No,3
25-34,Male,Ulaanbaatar,Employee,2M-4M,Master,Business,Once,3,PersonalContact,Transparency,SeveralDays,2,Maybe,Chat,5,30k-50k,Maybe,50k-100k,SecurePayments,Maybe,10
45-54,Male,Other City,Employee,6M+,Master,Business,FewYears,1,LawFirm,Transparency,SeveralDays,3,No,Chat,1,10k-30k,No,20k-50k,GovPartnership,Yes,0
55+,Female,Ulaanbaatar,Business Owner,6M+,Bachelor,Criminal,Once,4,PersonalContact,ComplexProcess,SeveralDays,5,Yes,InPerson,2,30k-50k,Maybe,<20k,SecurePayments,Yes,6
18-24,Female,Ulaanbaatar,Business Owner,<1M,HighSchool,Property,FewYears,5,LawFirm,TrustIssue,Week+,5,Maybe,Phone,1,10k-30k,No,20k-50k,SecurePayments,Maybe,9
25-34,Male,Ulaanbaatar,Employee,<1M,HighSchool,Divorce,Once,3,OnlineSearch,TrustIssue,Week+,1,Yes,InPerson,1,50k-100k,Yes,100k+,Reviews,No,9
45-54,Male,Ulaanbaatar,Employee,2M-4M,Bachelor,Labor,Once,2,PersonalContact,ComplexProcess,Week+,2,No,Chat,2,Free,Yes,20k-50k,GovPartnership,Yes,8
55+,Male,Rural,Employee,1M-2M,HighSchool,Business,Once,5,LawFirm,Transparency,SameDay,5,No,Phone,2,Free,No,20k-50k,GovPartnership,Maybe,3
18-24,Female,Rural,Employee,1M-2M,Bachelor,Divorce,Yearly,5,GovAid,Transparency,SeveralDays,2,Yes,InPerson,2,30k-50k,No,<20k,GovPartnership,Maybe,8
35-44,Male,Ulaanbaatar,Business Owner,1M-2M,HighSchool,Labor,Once,4,LawFirm,ComplexProcess,Week+,3,Yes,Chat,3,30k-50k,No,100k+,Reviews,No,2
18-24,Male,Rural,Student,4M-6M,Bachelor,Labor,Once,5,PersonalContact,TrustIssue,SameDay,3,Yes,Phone,3,10k-30k,Yes,<20k,Reviews,Maybe,6
45-54,Male,Rural,Employee,1M-2M,Master,Other,FewYears,1,LawFirm,HighCost,SameDay,3,Yes,InPerson,4,30k-50k,No,20k-50k,TransparentPricing,Maybe,10
18-24,Female,Rural,Employee,4M-6M,HighSchool,Other,Once,2,LawFirm,SlowResponse,<1hr,2,Yes,Chat,3,10k-30k,Yes,<20k,Reviews,Maybe,7
35-44,Female,Ulaanbaatar,Student,1M-2M,Bachelor,Business,Once,5,PersonalContact,HighCost,SeveralDays,1,Yes,Phone,2,10k-30k,No,<20k,SecurePayments,Maybe,5
55+,Male,Ulaanbaatar,Student,<1M,Master,Divorce,FewYears,5,PersonalContact,Transparency,SameDay,1,Yes,Video,3,50k-100k,No,50k-100k,VerifiedLawyers,Maybe,2
25-34,Female,Ulaanbaatar,Employee,1M-2M,Bachelor,Criminal,Once,1,PersonalContact,HighCost,Week+,3,Yes,Chat,4,30k-50k,Maybe,<20k,Reviews,Yes,4
18-24,Female,Ulaanbaatar,Freelancer,4M-6M,Master,Property,SeveralPerYear,2,PersonalContact,HighCost,SeveralDays,3,Maybe,InPerson,2,30k-50k,Maybe,<20k,GovPartnership,Yes,10
25-34,Other,Ulaanbaatar,Student,Unknown,Master,Criminal,Yearly,4,PersonalContact,ComplexProcess,SeveralDays,3,Maybe,Chat,1,10k-30k,Yes,100k+,Reviews,Maybe,9
25-34,Male,Rural,Employee,1M-2M,HighSchool,Other,FewYears,5,PersonalContact,Transparency,SeveralDays,2,Yes,Phone,3,30k-50k,Yes,50k-100k,Reviews,Maybe,8
35-44,Male,Other City,Employee,Unknown,Bachelor,Divorce,Once,3,PersonalContact,TrustIssue,SameDay,1,Maybe,Phone,1,50k-100k,Maybe,<20k,Reviews,Yes,4
18-24,Male,Ulaanbaatar,Employee,1M-2M,Doctorate,Business,Once,1,PersonalContact,HighCost,SeveralDays,5,Yes,Video,5,30k-50k,No,100k+,TransparentPricing,Yes,6
45-54,Female,Other City,Employee,1M-2M,HighSchool,Divorce,Once,1,SocialMedia,ComplexProcess,SameDay,3,Yes,Chat,3,Free,Maybe,20k-50k,TransparentPricing,Yes,8
25-34,Other,Ulaanbaatar,Freelancer,2M-4M,HighSchool,Property,SeveralPerYear,1,GovAid,Transparency,SameDay,3,Yes,Chat,4,30k-50k,No,<20k,TransparentPricing,Maybe,2
18-24,Female,Rural,Student,2M-4M,Bachelor,Other,Yearly,4,PersonalContact,ComplexProcess,<1hr,2,Yes,Chat,2,30k-50k,No,20k-50k,SecurePayments,Yes,5
35-44,Female,Ulaanbaatar,Business Owner,1M-2M,HighSchool,Property,Yearly,4,PersonalContact,Transparency,SameDay,3,Maybe,Chat,3,30k-50k,Yes,20k-50k,VerifiedLawyers,Maybe,9
18-24,Female,Ulaanbaatar,Student,1M-2M,Bachelor,Other,FewYears,1,GovAid,Transparency,<1hr,1,Maybe,InPerson,5,10k-30k,Maybe,<20k,TransparentPricing,No,6
18-24,Male,Ulaanbaatar,Student,<1M,HighSchool,Divorce,Once,5,OnlineSearch,SlowResponse,SeveralDays,2,Yes,Video,2,Free,Maybe,20k-50k,SecurePayments,No,3
25-34,Male,Ulaanbaatar,Student,Unknown,Bachelor,Business,Once,1,PersonalContact,TrustIssue,SameDay,3,Maybe,Video,2,50k-100k,Maybe,<20k,Reviews,Maybe,3
35-44,Male,Ulaanbaatar,Freelancer,<1M,Bachelor,Property,Once,3,OnlineSearch,TrustIssue,Week+,4,Maybe,InPerson,4,30k-50k,No,100k+,GovPartnership,Yes,4
45-54,Female,Rural,Business Owner,<1M,Doctorate,Other,Once,8,PersonalContact,SlowResponse,SeveralDays,1,No,Chat,7,10k-30k,Yes,20k-50k,VerifiedLawyers,Maybe,10
18-24,Female,Ulaanbaatar,Student,4M-6M,Bachelor,Business,SeveralPerYear,5,OnlineSearch,Transparency,SeveralDays,3,Yes,Chat,4,50k-100k,Yes,<20k,VerifiedLawyers,No,2
35-44,Male,Ulaanbaatar,Unemployed,4M-6M,Bachelor,Divorce,Once,4,OnlineSearch,ComplexProcess,SameDay,4,Maybe,Chat,4,10k-30k,Maybe,20k-50k,GovPartnership,Maybe,7
35-44,Male,Ulaanbaatar,Unemployed,4M-6M,Bachelor,Divorce,Once,1,PersonalContact,HighCost,SeveralDays,5,Yes,Chat,5,30k-50k,Maybe,20k-50k,TransparentPricing,Yes,3
18-24,Female,Other City,Unemployed,2M-4M,Master,Business,FewYears,2,OnlineSearch,Transparency,SameDay,3,Yes,Chat,3,30k-50k,No,20k-50k,VerifiedLawyers,Maybe,7
55+,Male,Ulaanbaatar,Student,2M-4M,Doctorate,Business,Yearly,2,PersonalContact,HighCost,Week+,4,Maybe,Chat,3,30k-50k,Yes,20k-50k,VerifiedLawyers,Maybe,10
18-24,Female,Rural,Employee,1M-2M,Bachelor,Property,Yearly,0,GovAid,SlowResponse,SameDay,1,Maybe,InPerson,6,30k-50k,Maybe,20k-50k,GovPartnership,Yes,3
18-24,Female,Ulaanbaatar,Student,2M-4M,Bachelor,Immigration,SeveralPerYear,3,GovAid,SlowResponse,Week+,2,Yes,InPerson,1,10k-30k,Yes,20k-50k,GovPartnership,Maybe,6
25-34,Male,Other City,Employee,6M+,Bachelor,Business,FewYears,2,LawFirm,ComplexProcess,SeveralDays,3,Maybe,Chat,2,10k-30k,Yes,20k-50k,TransparentPricing,Maybe,9
35-44,Male,Ulaanbaatar,Unemployed,2M-4M,Bachelor,Labor,Once,4,OnlineSearch,SlowResponse,SameDay,1,Maybe,Chat,5,10k-30k,Maybe,<20k,GovPartnership,Yes,2
18-24,Male,Other City,Employee,6M+,Bachelor,Property,SeveralPerYear,1,LawFirm,Transparency,Week+,2,Yes,InPerson,2,10k-30k,Maybe,<20k,TransparentPricing,Yes,9
25-34,Male,Ulaanbaatar,Business Owner,1M-2M,Bachelor,Divorce,Once,2,OnlineSearch,Transparency,SameDay,4,Yes,Chat,4,10k-30k,Yes,50k-100k,TransparentPricing,Yes,2
25-34,Male,Rural,Unemployed,2M-4M,Bachelor,Business,FewYears,4,OnlineSearch,TrustIssue,SeveralDays,2,Yes,Chat,2,30k-50k,No,50k-100k,TransparentPricing,No,3
45-54,Female,Ulaanbaatar,Student,1M-2M,Bachelor,Criminal,FewYears,5,GovAid,ComplexProcess,SameDay,2,Yes,Video,2,10k-30k,No,20k-50k,Reviews,Yes,6
35-44,Female,Ulaanbaatar,Employee,2M-4M,Bachelor,Labor,Once,2,PersonalContact,TrustIssue,<1hr,4,Yes,Video,2,50k-100k,Maybe,100k+,GovPartnership,No,10
18-24,Male,Ulaanbaatar,Student,1M-2M,Bachelor,Property,Once,1,SocialMedia,HighCost,SeveralDays,3,Maybe,Chat,3,Free,Yes,50k-100k,GovPartnership,Yes,9
18-24,Male,Rural,Employee,<1M,Master,Divorce,Yearly,2,SocialMedia,TrustIssue,<1hr,3,Maybe,Video,2,30k-50k,Yes,<20k,Reviews,Yes,8
25-34,Male,Ulaanbaatar,Freelancer,2M-4M,Bachelor,Business,Yearly,1,LawFirm,Transparency,Week+,1,Maybe,Chat,3,10k-30k,No,20k-50k,Reviews,Yes,8
35-44,Female,Other City,Student,2M-4M,Bachelor,Other,Once,1,PersonalContact,HighCost,SeveralDays,2,Maybe,Video,3,50k-100k,Yes,<20k,TransparentPricing,Maybe,1
25-34,Male,Ulaanbaatar,Employee,<1M,Master,Criminal,Yearly,4,OnlineSearch,Transparency,SeveralDays,2,No,Chat,5,10k-30k,Maybe,<20k,GovPartnership,Maybe,3
25-34,Female,Rural,Freelancer,4M-6M,Bachelor,Property,FewYears,4,OnlineSearch,HighCost,SeveralDays,3,Maybe,Chat,4,10k-30k,No,<20k,Reviews,Yes,2
25-34,Female,Ulaanbaatar,Employee,1M-2M,Master,Criminal,Once,3,LawFirm,HighCost,SameDay,2,Yes,Chat,3,10k-30k,No,50k-100k,VerifiedLawyers,Maybe,0
35-44,Female,Ulaanbaatar,Unemployed,1M-2M,Bachelor,Immigration,Yearly,4,OnlineSearch,SlowResponse,SeveralDays,5,Yes,Video,2,10k-30k,Yes,20k-50k,Reviews,Maybe,6
25-34,Female,Ulaanbaatar,Employee,4M-6M,Master,Other,Yearly,3,LawFirm,TrustIssue,<1hr,1,Yes,Chat,5,30k-50k,Maybe,20k-50k,TransparentPricing,Maybe,0
45-54,Female,Other City,Student,<1M,Master,Business,Yearly,1,PersonalContact,HighCost,Week+,4,Maybe,InPerson,5,30k-50k,Yes,20k-50k,Reviews,Maybe,3
55+,Female,Ulaanbaatar,Employee,<1M,Bachelor,Immigration,Yearly,2,OnlineSearch,ComplexProcess,Week+,3,Maybe,Chat,4,10k-30k,Yes,20k-50k,TransparentPricing,No,9
45-54,Female,Ulaanbaatar,Employee,1M-2M,Bachelor,Business,SeveralPerYear,5,OnlineSearch,HighCost,SeveralDays,5,No,Video,3,30k-50k,Yes,20k-50k,GovPartnership,Yes,4
35-44,Female,Ulaanbaatar,Student,<1M,HighSchool,Divorce,Once,1,OnlineSearch,TrustIssue,<1hr,5,Yes,InPerson,3,30k-50k,Yes,20k-50k,GovPartnership,Maybe,5
18-24,Female,Ulaanbaatar,Unemployed,2M-4M,Master,Criminal,SeveralPerYear,5,OnlineSearch,TrustIssue,SeveralDays,2,Yes,InPerson,1,Free,Yes,<20k,TransparentPricing,Yes,5
25-34,Female,Other City,Unemployed,2M-4M,Master,Labor,FewYears,2,LawFirm,HighCost,Week+,5,Maybe,Phone,4,10k-30k,Maybe,<20k,SecurePayments,Maybe,3
18-24,Male,Ulaanbaatar,Business Owner,2M-4M,Bachelor,Labor,SeveralPerYear,2,LawFirm,HighCost,Week+,3,Maybe,Video,3,10k-30k,Maybe,20k-50k,TransparentPricing,Yes,4
25-34,Male,Ulaanbaatar,Freelancer,2M-4M,Bachelor,Business,SeveralPerYear,5,LawFirm,HighCost,<1hr,1,Yes,InPerson,4,50k-100k,No,<20k,TransparentPricing,No,6
25-34,Female,Ulaanbaatar,Unemployed,1M-2M,Bachelor,Divorce,FewYears,5,OnlineSearch,ComplexProcess,SameDay,4,Yes,InPerson,4,10k-30k,No,20k-50k,SecurePayments,Yes,7
35-44,Female,Ulaanbaatar,Student,2M-4M,Master,Divorce,Once,5,OnlineSearch,SlowResponse,SeveralDays,3,Yes,InPerson,3,10k-30k,Yes,50k-100k,VerifiedLawyers,Maybe,4
18-24,Male,Ulaanbaatar,Student,1M-2M,HighSchool,Business,Once,2,PersonalContact,Transparency,Week+,3,Maybe,InPerson,1,50k-100k,No,20k-50k,TransparentPricing,Maybe,1
35-44,Female,Rural,Unemployed,2M-4M,HighSchool,Other,FewYears,3,PersonalContact,SlowResponse,SameDay,1,No,Video,5,10k-30k,Maybe,<20k,Reviews,No,2
25-34,Female,Ulaanbaatar,Employee,1M-2M,Master,Property,Once,4,OnlineSearch,ComplexProcess,SameDay,3,Yes,Chat,4,10k-30k,Yes,50k-100k,Reviews,Maybe,4
35-44,Male,Other City,Employee,<1M,HighSchool,Criminal,Once,2,LawFirm,TrustIssue,<1hr,3,Yes,InPerson,4,30k-50k,No,20k-50k,VerifiedLawyers,Maybe,8
25-34,Female,Ulaanbaatar,Student,<1M,Master,Divorce,Yearly,4,SocialMedia,Transparency,Week+,3,Yes,Chat,3,30k-50k,Yes,<20k,TransparentPricing,Maybe,0
25-34,Male,Other City,Student,4M-6M,Bachelor,Labor,Once,4,PersonalContact,TrustIssue,SeveralDays,5,Maybe,Phone,3,30k-50k,Yes,20k-50k,TransparentPricing,Maybe,3
25-34,Male,Rural,Business Owner,2M-4M,Bachelor,Divorce,SeveralPerYear,2,PersonalContact,HighCost,SeveralDays,3,Maybe,Phone,2,50k-100k,No,<20k,TransparentPricing,Maybe,6
55+,Female,Other City,Student,1M-2M,Master,Criminal,Once,2,OnlineSearch,HighCost,SeveralDays,1,Yes,Chat,1,30k-50k,No,<20k,GovPartnership,Yes,9
35-44,Male,Other City,Employee,6M+,HighSchool,Business,FewYears,5,PersonalContact,SlowResponse,<1hr,3,Yes,Chat,3,10k-30k,No,20k-50k,SecurePayments,No,8
25-34,Male,Ulaanbaatar,Student,2M-4M,HighSchool,Criminal,Once,1,PersonalContact,SlowResponse,SeveralDays,4,Maybe,Chat,3,100k+,Yes,20k-50k,TransparentPricing,No,5
18-24,Female,Ulaanbaatar,Business Owner,4M-6M,HighSchool,Business,FewYears,5,LawFirm,Transparency,SeveralDays,1,Maybe,Chat,1,10k-30k,Maybe,50k-100k,Reviews,No,4
45-54,Female,Ulaanbaatar,Employee,2M-4M,HighSchool,Immigration,Once,3,PersonalContact,TrustIssue,SeveralDays,5,Yes,Chat,1,30k-50k,Yes,20k-50k,Reviews,Maybe,6
18-24,Male,Ulaanbaatar,Student,<1M,HighSchool,Property,FewYears,3,PersonalContact,HighCost,SameDay,2,No,Chat,1,100k+,Maybe,50k-100k,SecurePayments,Maybe,2
25-34,Female,Ulaanbaatar,Student,1M-2M,HighSchool,Business,FewYears,3,LawFirm,ComplexProcess,SameDay,1,Yes,InPerson,2,30k-50k,Maybe,50k-100k,SecurePayments,No,4
45-54,Other,Ulaanbaatar,Employee,<1M,HighSchool,Property,FewYears,3,OnlineSearch,Transparency,SeveralDays,4,Yes,Chat,2,Free,Yes,20k-50k,GovPartnership,Maybe,8
18-24,Female,Rural,Student,4M-6M,Bachelor,Labor,Yearly,2,LawFirm,TrustIssue,SeveralDays,2,Maybe,Video,1,30k-50k,Maybe,<20k,GovPartnership,Maybe,7
18-24,Male,Other City,Employee,2M-4M,HighSchool,Immigration,FewYears,1,SocialMedia,TrustIssue,SeveralDays,2,Yes,InPerson,5,30k-50k,Maybe,50k-100k,SecurePayments,Yes,10
45-54,Female,Ulaanbaatar,Unemployed,4M-6M,Master,Immigration,FewYears,1,OnlineSearch,ComplexProcess,Week+,5,Yes,InPerson,2,10k-30k,Yes,<20k,GovPartnership,No,6
35-44,Female,Ulaanbaatar,Employee,<1M,HighSchool,Immigration,Once,5,PersonalContact,HighCost,<1hr,2,Yes,Chat,5,50k-100k,Yes,100k+,SecurePayments,Yes,6
25-34,Female,Ulaanbaatar,Business Owner,1M-2M,Bachelor,Immigration,FewYears,2,GovAid,SlowResponse,SameDay,1,No,Chat,3,100k+,Yes,20k-50k,SecurePayments,Yes,1
18-24,Male,Ulaanbaatar,Employee,4M-6M,Bachelor,Divorce,FewYears,4,LawFirm,HighCost,SameDay,2,Yes,Chat,4,10k-30k,Maybe,<20k,GovPartnership,Maybe,1
18-24,Male,Ulaanbaatar,Employee,6M+,Bachelor,Criminal,Once,3,GovAid,Transparency,SameDay,3,No,Video,3,10k-30k,Maybe,<20k,TransparentPricing,Yes,7
55+,Male,Ulaanbaatar,Employee,<1M,Bachelor,Business,FewYears,4,OnlineSearch,SlowResponse,Week+,2,Maybe,Video,5,10k-30k,Maybe,20k-50k,TransparentPricing,Yes,3
35-44,Female,Other City,Employee,<1M,Bachelor,Property,Once,3,SocialMedia,ComplexProcess,Week+,1,Yes,Chat,1,10k-30k,No,20k-50k,SecurePayments,Yes,10
45-54,Female,Other City,Student,<1M,Bachelor,Other,FewYears,4,OnlineSearch,TrustIssue,Week+,3,No,InPerson,3,Free,Maybe,20k-50k,GovPartnership,Maybe,4
25-34,Female,Ulaanbaatar,Employee,2M-4M,HighSchool,Labor,Yearly,5,OnlineSearch,Transparency,SeveralDays,2,Maybe,Phone,3,30k-50k,Yes,20k-50k,SecurePayments,Yes,10
18-24,Female,Ulaanbaatar,Unemployed,1M-2M,Bachelor,Business,FewYears,4,PersonalContact,SlowResponse,SeveralDays,5,No,Chat,3,30k-50k,Yes,<20k,Reviews,Yes,3
18-24,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Divorce,FewYears,5,LawFirm,HighCost,SeveralDays,4,Maybe,Chat,2,30k-50k,Maybe,50k-100k,Reviews,No,6
25-34,Female,Other City,Student,4M-6M,Bachelor,Labor,Once,2,OnlineSearch,TrustIssue,SeveralDays,1,Yes,Chat,4,50k-100k,No,20k-50k,SecurePayments,Maybe,8
45-54,Female,Rural,Employee,1M-2M,Bachelor,Criminal,Once,4,LawFirm,ComplexProcess,<1hr,2,Yes,Chat,2,10k-30k,No,<20k,TransparentPricing,No,9
55+,Male,Ulaanbaatar,Business Owner,<1M,Master,Criminal,Yearly,3,LawFirm,Transparency,SeveralDays,3,Yes,Chat,4,Free,No,20k-50k,TransparentPricing,Maybe,9
45-54,Female,Ulaanbaatar,Employee,Unknown,Bachelor,Business,FewYears,2,LawFirm,HighCost,SameDay,1,Maybe,Chat,4,30k-50k,No,20k-50k,SecurePayments,Maybe,0
18-24,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Divorce,Once,3,OnlineSearch,ComplexProcess,SeveralDays,2,Maybe,Phone,2,30k-50k,Yes,20k-50k,SecurePayments,Maybe,0
25-34,Female,Other City,Freelancer,6M+,Master,Labor,SeveralPerYear,0,PersonalContact,HighCost,<1hr,4,Maybe,Phone,0,10k-30k,Maybe,50k-100k,TransparentPricing,No,6
18-24,Male,Ulaanbaatar,Employee,<1M,Bachelor,Labor,Once,4,OnlineSearch,TrustIssue,<1hr,3,Maybe,Chat,5,100k+,No,50k-100k,Reviews,No,1
18-24,Male,Rural,Freelancer,1M-2M,HighSchool,Criminal,Once,1,GovAid,Transparency,SameDay,3,No,Video,2,30k-50k,No,20k-50k,Reviews,Yes,5
35-44,Female,Rural,Unemployed,2M-4M,HighSchool,Business,Once,4,OnlineSearch,HighCost,SameDay,5,Yes,Chat,2,100k+,No,<20k,Reviews,Maybe,4
25-34,Male,Ulaanbaatar,Employee,2M-4M,Bachelor,Business,Once,5,OnlineSearch,HighCost,SameDay,3,Maybe,Chat,1,100k+,No,100k+,VerifiedLawyers,Maybe,5
25-34,Female,Ulaanbaatar,Student,2M-4M,Master,Property,Once,3,LawFirm,ComplexProcess,SeveralDays,3,No,Chat,5,30k-50k,Yes,20k-50k,VerifiedLawyers,No,5
